candidate_id,project,repo,source_type,number,state,title,url,evidence_role,primary_deviation_symptom,primary_factor_category,primary_affected_phase,deviation_symptoms,factor_categories,affected_phases,symptom_evidence_quote,factor_evidence_quote,phase_evidence_quote,created_at,updated_at,closed_at,comment_count
github_issue::mani-skill/ManiSkill::963,ManiSkill,mani-skill/ManiSkill,issue,963,closed,what's the best way of getting GPU sim trajectories in Maniskill,https://github.com/mani-skill/ManiSkill/issues/963,deviation_and_factor,reward_score_metric_mismatch,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly;reward_score_metric_mismatch,simulator_physics_rendering,rollout_execution;metric_computation,"the converted trajectories were shaky and problematic for some tasks, and failed cases couldn't be filtered out (for example, in the PullCubeTool-v1 environment, the agent sometimes didn't pull the cube, yet the environment still returned success=True)","Some tasks that are more dynamic will be too hard to transfer phsyx_cpu generated trajectory data to physx_cuda backend since the physics are just a bit different, and for some tasks sometimes those small floating point precision differences add up.",the converted trajectories were shaky and problematic for some tasks,2025-03-25T18:05:15Z,2025-04-27T09:14:48Z,2025-04-27T09:14:48Z,1
github_issue::mani-skill/ManiSkill::779,ManiSkill,mani-skill/ManiSkill,issue,779,closed,[Question] Environment evaluation fails with KeyError: 'episode' in PPO training,https://github.com/mani-skill/ManiSkill/issues/779,deviation_and_factor,evaluation_crash_or_failure,unknown_or_not_specified,metric_computation,evaluation_crash_or_failure,unknown_or_not_specified,metric_computation,KeyError: 'episode',had to adjust some initialization parameters and the evaluate function,"eval_infos[""final_info""][""episode""][""r""][mask].cpu().numpy()",2024-12-29T01:37:40Z,2024-12-30T07:32:27Z,2024-12-30T07:32:27Z,1
github_issue::mani-skill/ManiSkill::486,ManiSkill,mani-skill/ManiSkill,issue,486,closed,Align evaluation setups for different online RL algorithms,https://github.com/mani-skill/ManiSkill/issues/486,factor_only,unknown_or_not_applicable,evaluation_script_harness,benchmark_or_eval_setup,unknown_or_not_applicable,evaluation_script_harness,benchmark_or_eval_setup,,evaluate a different number of parallel envs on the GPU sim,,2024-08-09T21:11:27Z,2024-09-07T20:56:14Z,2024-09-07T20:56:14Z,0
github_issue::mani-skill/ManiSkill::543,ManiSkill,mani-skill/ManiSkill,issue,543,closed,Align RL and IL evaluation environment code,https://github.com/mani-skill/ManiSkill/issues/543,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state;evaluation_protocol_metric,environment_reset;metric_computation,,"currently some do partial resets, some don't, and some report different version of success/success_once/success_at_end.",some do partial resets,2024-09-03T22:38:15Z,2024-09-05T07:52:21Z,2024-09-05T07:52:21Z,0
github_issue::mani-skill/ManiSkill::387,ManiSkill,mani-skill/ManiSkill,issue,387,closed,Unable to train 'PickclutterYCB' using PPO,https://github.com/mani-skill/ManiSkill/issues/387,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,ValueError: need at least one array to concatenate,This occurs if the number of evaluation steps is too small and so none of the episodes complete during evaluation.,none of the episodes complete during evaluation,2024-06-22T11:18:12Z,2024-06-22T19:14:57Z,2024-06-22T19:14:57Z,2
github_issue::mani-skill/ManiSkill::189,ManiSkill,mani-skill/ManiSkill,issue,189,closed,"Missing VecEnv Wrapper and inconsistent observation shapes in example evaluation script ""run_evaluation.py""",https://github.com/mani-skill/ManiSkill/issues/189,factor_only,unknown_or_not_applicable,training_evaluation_interaction,observation_processing,unknown_or_not_applicable,training_evaluation_interaction;observation_sensor_preprocessing,observation_processing;benchmark_or_eval_setup,,"This is problematic because our trained models rely on the frame transformations, normalizations, downsampling, and shape adjustments of the observations.","in the evaluator.py script, you do not wrap the raw Gymnasium environment with these wrappers.",2024-01-22T14:56:28Z,2024-01-23T01:36:17Z,2024-01-23T01:36:03Z,2
github_issue::mani-skill/ManiSkill::101,ManiSkill,mani-skill/ManiSkill,issue,101,closed,Errors about training with Soft-body,https://github.com/mani-skill/ManiSkill/issues/101,deviation_and_factor,success_rate_drop_or_mismatch,observation_sensor_preprocessing,observation_processing,success_rate_drop_or_mismatch;rollout_behavior_anomaly,observation_sensor_preprocessing,observation_processing;rollout_execution,"when running within the Docker image (using the latest version of ManiSkill2), the score is 0",the user_solution.py file creates a dummy environment to process observations which includes adding the base_pose... this dummy environment is not the actual environment so there is a mismatch,process observations,2023-06-01T05:07:33Z,2023-06-14T15:56:45Z,2023-06-14T15:56:45Z,8
github_issue::mani-skill/ManiSkill::143,ManiSkill,mani-skill/ManiSkill,issue,143,closed,Would the transporter network baseline get released?,https://github.com/mani-skill/ManiSkill/issues/143,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,The results don't match the paper completely due to changes in the benchmark and envs but it should still work.,,due to changes in the benchmark and envs,2023-08-25T23:40:23Z,2023-08-26T09:15:14Z,2023-08-26T09:15:14Z,2
github_issue::mani-skill/ManiSkill::1325,ManiSkill,mani-skill/ManiSkill,issue,1325,open,Low Success Rate When Using Diffusion Policy on the StackCube-v1 Task,https://github.com/mani-skill/ManiSkill/issues/1325,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,success_rate_drop_or_mismatch;rollout_behavior_anomaly,unknown_or_not_specified,benchmark_or_eval_setup;rollout_execution,"after reviewing many inference videos, I noticed it often fails to localize the correct position, consistently deviating to the left or to the right.",,after reviewing many inference videos,2025-11-05T15:36:24Z,2026-06-02T16:00:20Z,,4
github_issue::mani-skill/ManiSkill::1004,ManiSkill,mani-skill/ManiSkill,issue,1004,closed,Low Success Rate When Using Diffusion Policy on the StackCube-v1 Task,https://github.com/mani-skill/ManiSkill/issues/1004,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,Based on the authors’ reported results (~7%) and my own runs (close to 0%),,,2025-04-15T16:07:33Z,2025-12-05T08:07:25Z,2025-04-27T09:48:44Z,8
github_issue::mani-skill/ManiSkill::1138,ManiSkill,mani-skill/ManiSkill,issue,1138,open,[Bug]: Inconsistent Handling of Delta Rotation — conversion and controller,https://github.com/mani-skill/ManiSkill/issues/1138,deviation_and_factor,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,"Before modifying the rotation handling in arm_pd_ee_delta_pose, the rollout success rate was almost zero.","in the controller code, the delta rotation vector action[:, 3:6] is interpreted as Euler angles",rollout success rate was almost zero,2025-06-17T01:37:51Z,2025-10-21T19:54:44Z,,5
github_issue::mani-skill/ManiSkill::1246,ManiSkill,mani-skill/ManiSkill,issue,1246,closed,Unable to replay TwoRobotPickCube-v1,https://github.com/mani-skill/ManiSkill/issues/1246,deviation_and_factor,success_rate_drop_or_mismatch,reset_or_initial_state,environment_reset,success_rate_drop_or_mismatch,reset_or_initial_state,environment_reset,the success rate of replaying episode is 0%,you didn't add the option to ensure the environment start state is the same.,,2025-08-27T14:50:51Z,2025-09-04T23:45:58Z,2025-09-04T23:45:51Z,3
github_issue::mani-skill/ManiSkill::1016,ManiSkill,mani-skill/ManiSkill,issue,1016,closed,Push Cube Reward Does Not Penalize Z Axis When Success == False,https://github.com/mani-skill/ManiSkill/issues/1016,deviation_and_factor,rollout_behavior_anomaly,training_evaluation_interaction,rollout_execution,rollout_behavior_anomaly;success_rate_drop_or_mismatch,training_evaluation_interaction,rollout_execution,"the success rate was 0% for the Drq-V2 (eval) video example I posted, this means that all rollouts have the robot bring the cube above the target.",the reward does not seem to use the z axis when success == False which could encourage the sub-optimal behavior.,the success rate was 0% for the Drq-V2 (eval) video example,2025-04-21T21:08:21Z,2025-04-29T21:43:53Z,2025-04-29T21:43:53Z,4
github_issue::mani-skill/ManiSkill::252,ManiSkill,mani-skill/ManiSkill,issue,252,closed,Bounds for action space,https://github.com/mani-skill/ManiSkill/issues/252,deviation_and_factor,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,success_rate_drop_or_mismatch;setup_sensitive_result,action_controller_interface;training_evaluation_interaction,rollout_execution,It performs very well on my split of tfds train/val set but is doing really bad in maniskill2 virtual environment.,"in the current tfds maniskill dataset, we don't decouple translation and rotation actions when calculating the new tcp pose, while for other parts of the open-x-embodiment dataset they decouple it.",doing really bad in maniskill2 virtual environment,2024-03-29T10:07:10Z,2025-04-23T06:29:11Z,2024-07-08T21:33:22Z,16
github_issue::mani-skill/ManiSkill::429,ManiSkill,mani-skill/ManiSkill,issue,429,open,[Bug] joint delta pos to joint pos control conversion has 0 success,https://github.com/mani-skill/ManiSkill/issues/429,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,rollout_execution,success_rate_drop_or_mismatch,unknown_or_not_specified,rollout_execution,this seemly easy conversion from pd_joint_delta_pos to pd_joint_pos actually has 0 % conversion rate.,,I also kept track of the joint positions of the robots across two environments using the converted actions and they do not follow exactly.,2024-07-16T20:34:57Z,2024-07-17T22:34:41Z,,3
github_issue::mani-skill/ManiSkill::346,ManiSkill,mani-skill/ManiSkill,issue,346,closed,Fix replay tool for converting pd_joint_pos to pd_ee_delta_pos/pose control,https://github.com/mani-skill/ManiSkill/issues/346,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,We used to have very high conversion success rate for those two tasks but not sure why it dropped so much.,,,2024-05-28T22:07:15Z,2024-06-22T20:59:37Z,2024-06-22T20:52:35Z,3
github_issue::mani-skill/ManiSkill::1275,ManiSkill,mani-skill/ManiSkill,issue,1275,closed,Simulation Inconsistent between CPU and GPU sim.,https://github.com/mani-skill/ManiSkill/issues/1275,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,You can see the wheels are moving while the car is not moving forward while just turning on its original position:,cuda sim uses TGS (Temporal Gauss-Seidel) solver while CPU sim uses PGS (Projected Gauss-Seidel) solver,the car is not moving forward while just turning on its original position,2025-09-22T18:47:26Z,2025-11-18T02:22:37Z,2025-11-18T02:22:37Z,7
github_issue::allenai/vla-evaluation-harness::22,vla-evaluation-harness,allenai/vla-evaluation-harness,issue,22,closed,starVLA evaluations are all failed,https://github.com/allenai/vla-evaluation-harness/issues/22,deviation_and_factor,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,"I trained a model on Libero with starVLA, and got 90% SR testing in starVLA. I used the same ckpt and tested in this repo for higher efficiency but got 0% SR.","The root cause was an unnormalization stats mismatch — the reference eval uses min/max bounds while our model server was using q01/q99, resulting in incorrect action magnitudes.",incorrect action magnitudes,2026-04-01T06:54:48Z,2026-04-05T14:19:34Z,2026-04-05T14:19:33Z,7
github_issue::allenai/vla-evaluation-harness::21,vla-evaluation-harness,allenai/vla-evaluation-harness,issue,21,closed,vla-eval run error,https://github.com/allenai/vla-evaluation-harness/issues/21,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,vla-eval run error,This is a **protocol version mismatch** between your local install and the Docker image.,await self.ensure_open(),2026-03-31T14:59:40Z,2026-04-01T02:52:18Z,2026-04-01T02:52:20Z,3
github_issue::allenai/vla-evaluation-harness::24,vla-evaluation-harness,allenai/vla-evaluation-harness,issue,24,closed,StarVLA Fast got zero success rate,https://github.com/allenai/vla-evaluation-harness/issues/24,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,the metrics are much lower than reported in their repo. Reported: avg 69.45. Mine reproduced: 47.9.,,I got zero success rate when evaluating starvla fast on SimplerEnv WidowX.,2026-04-02T17:04:07Z,2026-04-05T22:51:51Z,2026-04-04T16:43:45Z,6
github_pr::allenai/vla-evaluation-harness::50,vla-evaluation-harness,allenai/vla-evaluation-harness,pr,50,closed,"feat: per-episode video recorder + RoboMME enhancements (subgoal, H100 lavapipe fallback)",https://github.com/allenai/vla-evaluation-harness/pull/50,deviation_and_factor,evaluation_crash_or_failure,simulator_physics_rendering,rollout_execution,evaluation_crash_or_failure,simulator_physics_rendering,rollout_execution,"On a subset of DGX-H100 hosts, SAPIEN's RenderSystem(""cuda:0"") path hangs at take_picture","SAPIEN's RenderSystem(""cuda:0"") path hangs at take_picture",hangs at take_picture,2026-04-29T06:37:34Z,2026-04-29T07:13:01Z,2026-04-29T07:13:01Z,1
